x,z,ee
-23,-19.5,4.803979535
-23,-19,5.005906534
-23,-18.5,5.219956251
-23,-18,5.447096774
-23,-17.5,5.688542702
-23,-17,5.945236669
-23,-16.5,6.218802261
-23,-16,6.510522374
-23,-15.5,6.822654537
-23,-15,7.156362025
-23,-14.5,7.514400999
-23,-14,7.893471301
-23,-13.5,8.30529627
-23,-13,8.729603839
-23,-12.5,9.198438589
-23,-12,9.717939038
-23,-11.5,10.285063
-23,-11,10.90594473
-23,-10.5,11.58993491
-23,-10,12.34337396
-23,-9.5,13.1780585
-23,-9,14.12116586
-23,-8.5,15.18776234
-23,-8,16.40707071
-23,-7.5,17.82078529
-23,-7,19.50115947
-23,-6.5,21.55322779
-23,-6,24.18336853
-23,-5.5,28.16082374
-23,-5,26.11674938
-23,-4.5,7.413882535
-23,-4,7.124962482
-23,-3.5,6.955421507
-23,-3,6.780421799
-23,-2.5,6.582074626
-23,-2,6.378019355
-23,-1.5,6.185677885
-23,-1,6.037977983
-23,-0.5,5.944042961
-23,0,5.911602907
-23,0.5,5.94412483
-23,1,6.038147099
-23,1.5,6.185944478
-23,2,6.378397746
-23,2.5,6.582587068
-23,3,6.781091086
-23,3.5,6.956272584
-23,4,7.126023306
-23,4.5,7.415229883
-23,5,26.11836446
-23,5.5,28.16200205
-23,6,24.1841794
-23,6.5,21.55385759
-23,7,19.50167457
-23,7.5,17.82121937
-23,8,16.40744358
-23,8.5,15.18808706
-23,9,14.12145152
-23,9.5,13.17831178
-23,10,12.34360089
-23,10.5,11.59013955
-23,11,10.90612995
-23,11.5,10.28523139
-23,12,9.718092793
-23,12.5,9.198579613
-23,13,8.729734052
-23,13.5,8.305417694
-23,14,7.893583543
-23,14.5,7.514505205
-23,15,7.156458814
-23,15.5,6.822744637
-23,16,6.510606421
-23,16.5,6.218880805
-23,17,5.945310199
-23,17.5,5.688611646
-23,18,5.447161513
-23,18.5,5.220017124
-23,19,5.005963844
-23,19.5,4.804033553
-23,20,4.613170414
-22.5,-20,4.640080232
-22.5,-19.5,4.832311573
-22.5,-19,5.035835303
-22.5,-18.5,5.251515127
-22.5,-18,5.480441824
-22.5,-17.5,5.723419241
-22.5,-17,5.981849246
-22.5,-16.5,6.256908041
-22.5,-16,6.550504604
-22.5,-15.5,6.863679189
-22.5,-15,7.198504853
-22.5,-14.5,7.557631864
-22.5,-14,7.936906258
-22.5,-13.5,8.348479844
-22.5,-13,8.769906089
-22.5,-12.5,9.239966833
-22.5,-12,9.75606219
-22.5,-11.5,10.31846321
-22.5,-11,10.93352565
-22.5,-10.5,11.60550079
-22.5,-10,12.34637857
-22.5,-9.5,13.15929476
-22.5,-9,14.07125742
-22.5,-8.5,15.09352058
-22.5,-8,16.24640758
-22.5,-7.5,17.5677891
-22.5,-7,19.10654839
-22.5,-6.5,20.952807
-22.5,-6,23.28855641
-22.5,-5.5,26.26246679
-22.5,-5,9.104380111
-22.5,-4.5,8.157071294
-22.5,-4,7.642024046
-22.5,-3.5,7.301038922
-22.5,-3,7.054719093
-22.5,-2.5,6.839020142
-22.5,-2,6.642535546
-22.5,-1.5,6.481713592
-22.5,-1,6.357013462
-22.5,-0.5,6.277931461
-22.5,0,6.251399734
-22.5,0.5,6.278015954
-22.5,1,6.357186497
-22.5,1.5,6.481983127
-22.5,2,6.642912102
-22.5,2.5,6.839517911
-22.5,3,7.055354213
-22.5,3.5,7.301829379
-22.5,4,7.642996346
-22.5,4.5,8.158278203
-22.5,5,9.104734725
-22.5,5.5,26.26342055
-22.5,6,23.28925982
-22.5,6.5,20.95336555
-22.5,7,19.10701417
-22.5,7.5,17.56818807
-22.5,8,16.24675491
-22.5,8.5,15.09382635
-22.5,9,14.07152881
-22.5,9.5,13.15953728
-22.5,10,12.34659755
-22.5,10.5,11.60569883
-22.5,11,10.93370569
-22.5,11.5,10.31862752
-22.5,12,9.756212698
-22.5,12.5,9.240105249
-22.5,13,8.770034211
-22.5,13.5,8.348599524
-22.5,14,7.937017109
-22.5,14.5,7.55773496
-22.5,15,7.19860076
-22.5,15.5,6.863768592
-22.5,16,6.550588103
-22.5,16.5,6.256986165
-22.5,17,5.981922455
-22.5,17.5,5.723487948
-22.5,18,5.480506394
-22.5,18.5,5.251575888
-22.5,19,5.035892546
-22.5,19.5,4.832365562
-22.5,20,4.640131203
-22,-20,4.663453924
-22,-19.5,4.856908983
-22,-19,5.061777348
-22,-18.5,5.278678502
-22,-18,5.508658345
-22,-17.5,5.752753348
-22,-17,6.012255771
-22,-16.5,6.288432952
-22,-16,6.58245301
-22,-15.5,6.895844729
-22,-15,7.23115552
-22,-14.5,7.589089682
-22,-14,7.967931586
-22,-13.5,8.377645478
-22,-13,8.800957877
-22,-12.5,9.262795815
-22,-12,9.773295024
-22,-11.5,10.32883965
-22,-11,10.93141574
-22,-10.5,11.58779966
-22,-10,12.30706342
-22,-9.5,13.09496012
-22,-9,13.96469824
-22,-8.5,14.92942204
-22,-8,16.00084808
-22,-7.5,17.20263899
-22,-7,18.55560544
-22,-6.5,20.10944813
-22,-6,21.93048596
-22,-5.5,24.37852093
-22,-5,18.47134495
-22,-4.5,9.091400942
-22,-4,8.095384688
-22,-3.5,7.622459779
-22,-3,7.328649642
-22,-2.5,7.106707501
-22,-2,6.917495545
-22,-1.5,6.764034983
-22,-1,6.660552878
-22,-0.5,6.592109398
-22,0,6.568716037
-22,0.5,6.592193631
-22,1,6.660724075
-22,1.5,6.764298313
-22,2,6.917858387
-22,2.5,7.107178714
-22,3,7.329239218
-22,3.5,7.623178267
-22,4,8.096250558
-22,4.5,9.09246808
-22,5,18.47256123
-22,5.5,24.37924396
-22,6,21.93104993
-22,6.5,20.10992017
-22,7,18.55601294
-22,7.5,17.20299665
-22,8,16.0011652
-22,8.5,14.92970523
-22,9,13.96495245
-22,9.5,13.09518972
-22,10,12.307272
-22,10.5,11.5879895
-22,11,10.93158928
-22,11.5,10.32899876
-22,12,9.773441355
-22,12.5,9.262930845
-22,13,8.801083668
-22,13.5,8.377762828
-22,14,7.968040548
-22,14.5,7.589191242
-22,15,7.231250173
-22,15.5,6.895933116
-22,16,6.582535684
-22,16.5,6.288510409
-22,17,6.012328448
-22,17.5,5.752821631
-22,18,5.508722582
-22,18.5,5.278739004
-22,19,5.061834396
-22,19.5,4.85696283
-22,20,4.663504797
-21.5,-20,4.683439976
-21.5,-19.5,4.877909826
-21.5,-19,5.083530651
-21.5,-18.5,5.301234252
-21.5,-18,5.531930466
-21.5,-17.5,5.776706778
-21.5,-17,6.03668503
-21.5,-16.5,6.312929975
-21.5,-16,6.60689423
-21.5,-15.5,6.91993411
-21.5,-15,7.253792658
-21.5,-14.5,7.610402672
-21.5,-14,7.987160412
-21.5,-13.5,8.391908457
-21.5,-13,8.817725415
-21.5,-12.5,9.27229146
-21.5,-12,9.772282665
-21.5,-11.5,10.31584218
-21.5,-11,10.90398815
-21.5,-10.5,11.54116652
-21.5,-10,12.23438856
-21.5,-9.5,12.99190586
-21.5,-9,13.81389613
-21.5,-8.5,14.71341311
-21.5,-8,15.69451097
-21.5,-7.5,16.76690881
-21.5,-7,17.9298342
-21.5,-6.5,19.16716096
-21.5,-6,20.41415706
-21.5,-5.5,21.44562086
-21.5,-5,0
-21.5,-4.5,9.024313303
-21.5,-4,8.285544489
-21.5,-3.5,7.865172036
-21.5,-3,7.576385765
-21.5,-2.5,7.354227624
-21.5,-2,7.185534472
-21.5,-1.5,7.044864718
-21.5,-1,6.941754763
-21.5,-0.5,6.87766635
-21.5,0,6.866359441
-21.5,0.5,6.877748116
-21.5,1,6.941919236
-21.5,1.5,7.045115515
-21.5,2,7.185875888
-21.5,2.5,7.354664702
-21.5,3,7.576922204
-21.5,3.5,7.865810488
-21.5,4,8.286287887
-21.5,4.5,9.025165677
-21.5,5,0
-21.5,5.5,21.44606538
-21.5,6,20.41457731
-21.5,6.5,19.16754384
-21.5,7,17.93018099
-21.5,7.5,16.76722274
-21.5,8,15.69479557
-21.5,8.5,14.71367157
-21.5,9,13.81413148
-21.5,9.5,12.99212106
-21.5,10,12.23458531
-21.5,10.5,11.54134694
-21.5,11,10.90415413
-21.5,11.5,10.31599518
-21.5,12,9.772424034
-21.5,12.5,9.272422799
-21.5,13,8.817848356
-21.5,13.5,8.392022968
-21.5,14,7.987267038
-21.5,14.5,7.610502304
-21.5,15,7.253885725
-21.5,15.5,6.920021185
-21.5,16,6.606975823
-21.5,16.5,6.313006541
-21.5,17,6.036756974
-21.5,17.5,5.776774462
-21.5,18,5.531994215
-21.5,18.5,5.301294359
-21.5,19,5.083587382
-21.5,19.5,4.877963421
-21.5,20,4.683490651
-21,-20,4.700189489
-21,-19.5,4.89514159
-21,-19,5.101274045
-21,-18.5,5.319443088
-21,-18,5.550390551
-21,-17.5,5.795218142
-21,-17,6.055052252
-21,-16.5,6.330893113
-21,-16,6.623764787
-21,-15.5,6.935762376
-21,-15,7.267756556
-21,-14.5,7.621522707
-21,-14,7.992866506
-21,-13.5,8.394763368
-21,-13,8.814269589
-21,-12.5,9.262741584
-21,-12,9.752901327
-21,-11.5,10.28364219
-21,-11,10.85484247
-21,-10.5,11.46935249
-21,-10,12.13379913
-21,-9.5,12.85362604
-21,-9,13.62692461
-21,-8.5,14.46415696
-21,-8,15.35681839
-21,-7.5,16.30697156
-21,-7,17.30384812
-21,-6.5,18.29686696
-21,-6,19.19347063
-21,-5.5,19.87734283
-21,-5,0
-21,-4.5,8.456417618
-21,-4,8.290458658
-21,-3.5,8.021168943
-21,-3,7.787980438
-21,-2.5,7.590514919
-21,-2,7.428647426
-21,-1.5,7.301862277
-21,-1,7.207075542
-21,-0.5,7.148615558
-21,0,7.129459163
-21,0.5,7.148692743
-21,1,7.207230333
-21,1.5,7.302096696
-21,2,7.428963353
-21,2.5,7.590913612
-21,3,7.788461569
-21,3.5,8.021728739
-21,4,8.291088314
-21,4.5,8.457098026
-21,5,0
-21,5.5,19.87761922
-21,6,19.19377792
-21,6.5,18.29717131
-21,7,17.30413799
-21,7.5,16.30724292
-21,8,15.35707044
-21,8.5,14.46439031
-21,9,13.62714007
-21,9.5,12.85382534
-21,10,12.13398314
-21,10.5,11.46952264
-21,11,10.85500013
-21,11.5,10.28378839
-21,12,9.753037136
-21,12.5,9.262868293
-21,13,8.814388589
-21,13.5,8.394874604
-21,14,7.992970407
-21,14.5,7.621620072
-21,15,7.267847736
-21,15.5,6.935847878
-21,16,6.623845071
-21,16.5,6.330968584
-21,17,6.055123284
-21,17.5,5.795285067
-21,18,5.550453669
-21,18.5,5.319502672
-21,19,5.101330345
-21,19.5,4.89519483
-21,20,4.700239876
-20.5,-20,4.71355464
-20.5,-19.5,4.908793308
-20.5,-19,5.115156767
-20.5,-18.5,5.333317067
-20.5,-18,5.564059592
-20.5,-17.5,5.808592599
-20.5,-17,6.067731362
-20.5,-16.5,6.342623499
-20.5,-16,6.633894862
-20.5,-15.5,6.94338641
-20.5,-15,7.272273302
-20.5,-14.5,7.62321773
-20.5,-14,7.99493547
-20.5,-13.5,8.385669378
-20.5,-13,8.798580066
-20.5,-12.5,9.248016574
-20.5,-12,9.718169901
-20.5,-11.5,10.23431666
-20.5,-11,10.78658052
-20.5,-10.5,11.37875536
-20.5,-10,12.01205431
-20.5,-9.5,12.6915721
-20.5,-9,13.42008498
-20.5,-8.5,14.19264205
-20.5,-8,15.00870423
-20.5,-7.5,15.85673805
-20.5,-7,16.72484258
-20.5,-6.5,17.56990716
-20.5,-6,18.31037089
-20.5,-5.5,18.58776137
-20.5,-5,0
-20.5,-4.5,8.236988271
-20.5,-4,8.308353266
-20.5,-3.5,8.152534827
-20.5,-3,7.97287313
-20.5,-2.5,7.806437833
-20.5,-2,7.664749877
-20.5,-1.5,7.551765728
-20.5,-1,7.469686884
-20.5,-0.5,7.419603549
-20.5,0,7.396774449
-20.5,0.5,7.419674289
-20.5,1,7.469830051
-20.5,1.5,7.55198146
-20.5,2,7.66503814
-20.5,2.5,7.80679759
-20.5,3,7.973301322
-20.5,3.5,8.153024402
-20.5,4,8.30889183
-20.5,4.5,8.237550426
-20.5,5,0
-20.5,5.5,18.58795865
-20.5,6,18.31060163
-20.5,6.5,17.57014936
-20.5,7,16.72508327
-20.5,7.5,15.85697052
-20.5,8,15.00892554
-20.5,8.5,14.19285074
-20.5,9,13.42028086
-20.5,9.5,12.69175513
-20.5,10,12.01222517
-20.5,10.5,11.37891485
-20.5,11,10.78672935
-20.5,11.5,10.23445558
-20.5,12,9.718299668
-20.5,12.5,9.248139021
-20.5,13,8.798694748
-20.5,13.5,8.385777
-20.5,14,7.995036526
-20.5,14.5,7.623312545
-20.5,15,7.272362348
-20.5,15.5,6.943470118
-20.5,16,6.63397363
-20.5,16.5,6.342697693
-20.5,17,6.067801317
-20.5,17.5,5.808658618
-20.5,18,5.564121949
-20.5,18.5,5.33337601
-20.5,19,5.115212529
-20.5,19.5,4.908846099
-20.5,20,4.713604654
-20,-20,4.723727856
-20,-19.5,4.919019295
-20,-19,5.125202228
-20,-18.5,5.342866654
-20,-18,5.573218663
-20,-17.5,5.816952184
-20,-17,6.074984739
-20,-16.5,6.348344511
-20,-16,6.637553185
-20,-15.5,6.944244187
-20,-15,7.2696167
-20,-14.5,7.61623723
-20,-14,7.982434399
-20,-13.5,8.3669202
-20,-13,8.776598684
-20,-12.5,9.213064176
-20,-12,9.673225574
-20,-11.5,10.17090434
-20,-11,10.70381655
-20,-10.5,11.27143563
-20,-10,11.87516815
-20,-9.5,12.51671498
-20,-9,13.1989038
-20,-8.5,13.91388882
-20,-8,14.66489634
-20,-7.5,15.43243189
-20,-7,16.20719373
-20,-6.5,16.97014695
-20,-6,17.68398764
-20,-5.5,18.56160546
-20,-5,0
-20,-4.5,8.738531419
-20,-4,8.434231292
-20,-3.5,8.302550062
-20,-3,8.152681107
-20,-2.5,8.009251582
-20,-2,7.885670881
-20,-1.5,7.787190959
-20,-1,7.714461701
-20,-0.5,7.672657355
-20,0,7.664623794
-20,0.5,7.672722978
-20,1,7.714592669
-20,1.5,7.787387183
-20,2,7.885931299
-20,2.5,8.009573878
-20,3,8.153060595
-20,3.5,8.302979527
-20,4,8.434698928
-20,4.5,8.73902019
-20,5,0
-20,5.5,18.56175738
-20,6,17.68416745
-20,6.5,16.97034202
-20,7,16.20739374
-20,7.5,15.43263047
-20,8,14.66508996
-20,8.5,13.91407435
-20,9,13.19908041
-20,9.5,12.51688211
-20,10,11.87532586
-20,10.5,11.27158424
-20,11,10.70395632
-20,11.5,10.1710357
-20,12,9.673349322
-20,12.5,9.213181269
-20,13,8.776708982
-20,13.5,8.367023942
-20,14,7.982532167
-20,14.5,7.616329268
-20,15,7.269703397
-20,15.5,6.944325903
-20,16,6.637630264
-20,16.5,6.34841727
-20,17,6.075053475
-20,17.5,5.817017168
-20,18,5.573280142
-20,18.5,5.342924855
-20,19,5.125257358
-20,19.5,4.919071551
-20,20,4.723777417
-19.5,-20,4.730863312
-19.5,-19.5,4.925850587
-19.5,-19,5.131609439
-19.5,-18.5,5.348588015
-19.5,-18,5.578042257
-19.5,-17.5,5.820607068
-19.5,-17,6.0770465
-19.5,-16.5,6.347758315
-19.5,-16,6.634222883
-19.5,-15.5,6.938447848
-19.5,-15,7.259716188
-19.5,-14.5,7.601102693
-19.5,-14,7.963845913
-19.5,-13.5,8.338914183
-19.5,-13,8.739589893
-19.5,-12.5,9.165803525
-19.5,-12,9.619763511
-19.5,-11.5,10.09823504
-19.5,-11,10.60898882
-19.5,-10.5,11.15313468
-19.5,-10,11.72796655
-19.5,-9.5,12.33403401
-19.5,-9,12.97279825
-19.5,-8.5,13.63723226
-19.5,-8,14.32718915
-19.5,-7.5,15.03433023
-19.5,-7,15.74525881
-19.5,-6.5,16.45487384
-19.5,-6,17.15150266
-19.5,-5.5,17.7031332
-19.5,-5,0
-19.5,-4.5,8.514049639
-19.5,-4,8.617312518
-19.5,-3.5,8.48184453
-19.5,-3,8.337732581
-19.5,-2.5,8.207078281
-19.5,-2,8.095796325
-19.5,-1.5,8.006477589
-19.5,-1,7.951424582
-19.5,-0.5,7.915453851
-19.5,0,7.903461435
-19.5,0.5,7.915513823
-19.5,1,7.951544103
-19.5,1.5,8.006654665
-19.5,2,8.096029871
-19.5,2.5,8.207365257
-19.5,3,8.338068476
-19.5,3.5,8.482222327
-19.5,4,8.617722738
-19.5,4.5,8.514478721
-19.5,5,0
-19.5,5.5,17.70324951
-19.5,6,17.15164695
-19.5,6.5,16.45503314
-19.5,7,15.74542591
-19.5,7.5,15.03450001
-19.5,8,14.32735736
-19.5,8.5,13.63739632
-19.5,9,12.97295674
-19.5,9.5,12.33418591
-19.5,10,11.72811155
-19.5,10.5,11.15327252
-19.5,11,10.60911952
-19.5,11.5,10.09835902
-19.5,12,9.619881336
-19.5,12.5,9.165914999
-19.5,13,8.739695412
-19.5,13.5,8.33901387
-19.5,14,7.963940226
-19.5,14.5,7.601191786
-19.5,15,7.259800373
-19.5,15.5,6.938527421
-19.5,16,6.63429814
-19.5,16.5,6.347829515
-19.5,17,6.077113899
-19.5,17.5,5.820670905
-19.5,18,5.578102755
-19.5,18.5,5.348645376
-19.5,19,5.131663851
-19.5,19.5,4.92590223
-19.5,20,4.73091235
-19,-20,4.734997637
-19,-19.5,4.929480289
-19,-19,5.134214506
-19,-18.5,5.350465249
-19,-18,5.578781168
-19,-17.5,5.819834914
-19,-17,6.074266029
-19,-16.5,6.342584112
-19,-16,6.625969339
-19,-15.5,6.926550881
-19,-15,7.243239077
-19,-14.5,7.579393308
-19,-14,7.934472905
-19,-13.5,8.30688698
-19,-13,8.694522472
-19,-12.5,9.113551405
-19,-12,9.550157336
-19,-11.5,10.0129945
-19,-11,10.50469413
-19,-10.5,11.02637653
-19,-10,11.5737511
-19,-9.5,12.14739661
-19,-9,12.74463472
-19,-8.5,13.36665756
-19,-8,14.00426362
-19,-7.5,14.6568703
-19,-7,15.31440868
-19,-6.5,15.97962768
-19,-6,16.67101257
-19,-5.5,17.33212181
-19,-5,0
-19,-4.5,9.111412198
-19,-4,8.86247692
-19,-3.5,8.677237574
-19,-3,8.533231472
-19,-2.5,8.415892014
-19,-2,8.309671785
-19,-1.5,8.225864867
-19,-1,8.167239104
-19,-0.5,8.132686775
-19,0,8.11579344
-19,0.5,8.132740605
-19,1,8.167346138
-19,1.5,8.22602394
-19,2,8.309880479
-19,2.5,8.416147123
-19,3,8.533528029
-19,3.5,8.677570101
-19,4,8.862838555
-19,4.5,9.11179384
-19,5,0
-19,5.5,17.33222506
-19,6,16.67113072
-19,6.5,15.97975882
-19,7,15.31454851
-19,7.5,14.65701487
-19,8,14.00440943
-19,8.5,13.36680229
-19,9,12.74477644
-19,9.5,12.14753429
-19,10,11.57388388
-19,10.5,11.02650394
-19,11,10.50481588
-19,11.5,10.01311085
-19,12,9.550268551
-19,12.5,9.113657407
-19,13,8.69462313
-19,13.5,8.306982662
-19,14,7.934563651
-19,14.5,7.579479337
-19,15,7.243320632
-19,15.5,6.926628195
-19,16,6.626042655
-19,16.5,6.342653642
-19,17,6.074331991
-19,17.5,5.819897512
-19,18,5.5788406
-19,18.5,5.350521694
-19,19,5.134268131
-19,19.5,4.92953125
-19,20,4.735046088
-18.5,-20,4.73631538
-18.5,-19.5,4.929903526
-18.5,-19,5.133803543
-18.5,-18.5,5.348843529
-18.5,-18,5.5756905
-18.5,-17.5,5.814676093
-18.5,-17,6.067062287
-18.5,-16.5,6.332614976
-18.5,-16,6.612557134
-18.5,-15.5,6.909133165
-18.5,-15,7.220748173
-18.5,-14.5,7.55116184
-18.5,-14,7.899482896
-18.5,-13.5,8.263635036
-18.5,-13,8.643736589
-18.5,-12.5,9.049699969
-18.5,-12,9.475124904
-18.5,-11.5,9.924765638
-18.5,-11,10.39743241
-18.5,-10.5,10.89349419
-18.5,-10,11.41612147
-18.5,-9.5,11.95968143
-18.5,-9,12.52311355
-18.5,-8.5,13.1053947
-18.5,-8,13.69916348
-18.5,-7.5,14.30115164
-18.5,-7,14.9077905
-18.5,-6.5,15.51839172
-18.5,-6,16.14317661
-18.5,-5.5,16.79105484
-18.5,-5,0
-18.5,-4.5,9.350740425
-18.5,-4,9.040772693
-18.5,-3.5,8.842009699
-18.5,-3,8.698386528
-18.5,-2.5,8.584678852
-18.5,-2,8.489890551
-18.5,-1.5,8.418211616
-18.5,-1,8.367024082
-18.5,-0.5,8.33095835
-18.5,0,8.320289065
-18.5,0.5,8.331006464
-18.5,1,8.367119576
-18.5,1.5,8.41835315
-18.5,2,8.490075621
-18.5,2.5,8.584904345
-18.5,3,8.698648394
-18.5,3.5,8.842302543
-18.5,4,9.041090979
-18.5,4.5,9.351080012
-18.5,5,0
-18.5,5.5,16.79113727
-18.5,6,16.14327125
-18.5,6.5,15.51849879
-18.5,7,14.90790705
-18.5,7.5,14.3012746
-18.5,8,13.69928992
-18.5,8.5,13.10552219
-18.5,9,12.5232402
-18.5,9.5,11.9598059
-18.5,10,11.41624278
-18.5,10.5,10.89361158
-18.5,11,10.39754583
-18.5,11.5,9.924874921
-18.5,12,9.475229712
-18.5,12.5,9.049800345
-18.5,13,8.643832406
-18.5,13.5,8.263726516
-18.5,14,7.89957001
-18.5,14.5,7.551244737
-18.5,15,7.220827027
-18.5,15.5,6.90920814
-18.5,16,6.612628428
-18.5,16.5,6.332682756
-18.5,17,6.067126733
-18.5,17.5,5.814737383
-18.5,18,5.575748794
-18.5,18.5,5.348898988
-18.5,19,5.133856314
-18.5,19.5,4.92995375
-18.5,20,4.736363191
-18,-20,4.734970409
-18,-19.5,4.927324625
-18,-19,5.130156113
-18,-18.5,5.343905444
-18,-18,5.569039999
-18,-17.5,5.805905338
-18,-17,6.055779057
-18,-16.5,6.317172184
-18,-16,6.594499114
-18,-15.5,6.885846576
-18,-15,7.193157433
-18,-14.5,7.51780843
-18,-14,7.858653307
-18,-13.5,8.214544437
-18,-13,8.589517932
-18,-12.5,8.980264245
-18,-12,9.396099132
-18,-11.5,9.828781638
-18,-11,10.28409678
-18,-10.5,10.76103097
-18,-10,11.25666385
-18,-9.5,11.77428672
-18,-9,12.30692344
-18,-8.5,12.85366822
-18,-8,13.41128478
-18,-7.5,13.97103662
-18,-7,14.52955076
-18,-6.5,15.07689945
-18,-6,15.6047594
-18,-5.5,16.17545419
-18,-5,0
-18,-4.5,9.460753616
-18,-4,9.123197063
-18,-3.5,8.961651991
-18,-3,8.837928704
-18,-2.5,8.736914066
-18,-2,8.658106786
-18,-1.5,8.594438293
-18,-1,8.548199171
-18,-0.5,8.520822337
-18,0,8.511844988
-18,0.5,8.520865159
-18,1,8.548284051
-18,1.5,8.594563588
-18,2,8.65827051
-18,2.5,8.737113063
-18,3,8.838158857
-18,3.5,8.961908464
-18,4,9.123474379
-18,4.5,9.461045649
-18,5,0
-18,5.5,16.17551234
-18,6,15.60483245
-18,6.5,15.07698589
-18,7,14.52964778
-18,7.5,13.97114128
-18,8,13.41139438
-18,8.5,12.85378043
-18,9,12.30703648
-18,9.5,11.77439913
-18,10,11.25677441
-18,10.5,10.76113926
-18,11,10.28420223
-18,11.5,9.828883791
-18,12,9.396197803
-18,12.5,8.980359126
-18,13,8.589609109
-18,13.5,8.214631745
-18,14,7.858736798
-18,14.5,7.517888169
-18,15,7.193233546
-18,15.5,6.885919177
-18,16,6.594568333
-18,16.5,6.317238169
-18,17,6.05584193
-18,17.5,5.805965259
-18,18,5.5690971
-18,18.5,5.343959863
-18,19,5.13020798
-18,19.5,4.927374063
-18,20,4.735017533
-17.5,-20,4.730900887
-17.5,-19.5,4.922299864
-17.5,-19,5.123755579
-17.5,-18.5,5.335900197
-17.5,-18,5.558731822
-17.5,-17.5,5.793537011
-17.5,-17,6.040764244
-17.5,-16.5,6.298781328
-17.5,-16,6.572561954
-17.5,-15.5,6.859110763
-17.5,-15,7.161357827
-17.5,-14.5,7.479508838
-17.5,-14,7.813059156
-17.5,-13.5,8.162420372
-17.5,-13,8.526215368
-17.5,-12.5,8.909266373
-17.5,-12,9.309648235
-17.5,-11.5,9.730733697
-17.5,-11,10.16713415
-17.5,-10.5,10.62470341
-17.5,-10,11.10095704
-17.5,-9.5,11.59140213
-17.5,-9,12.09906924
-17.5,-8.5,12.61575356
-17.5,-8,13.13896864
-17.5,-7.5,13.66503839
-17.5,-7,14.18181163
-17.5,-6.5,14.67695211
-17.5,-6,15.13247327
-17.5,-5.5,15.37766394
-17.5,-5,0
-17.5,-4.5,9.148434334
-17.5,-4,9.162759996
-17.5,-3.5,9.058524357
-17.5,-3,8.963308222
-17.5,-2.5,8.879757487
-17.5,-2,8.809785092
-17.5,-1.5,8.756190854
-17.5,-1,8.716252337
-17.5,-0.5,8.689959524
-17.5,0,8.682236818
-17.5,0.5,8.689997488
-17.5,1,8.716327396
-17.5,1.5,8.756301714
-17.5,2,8.809929641
-17.5,2.5,8.87993274
-17.5,3,8.963510341
-17.5,3.5,9.058748748
-17.5,4,9.163001402
-17.5,4.5,9.148686954
-17.5,5,0
-17.5,5.5,15.37770087
-17.5,6,15.13252806
-17.5,6.5,14.67702129
-17.5,7,14.18189218
-17.5,7.5,13.66512751
-17.5,8,13.13906367
-17.5,8.5,12.61585243
-17.5,9,12.09917015
-17.5,9.5,11.59150349
-17.5,10,11.10105806
-17.5,10.5,10.6248031
-17.5,11,10.16723188
-17.5,11.5,9.730829155
-17.5,12,9.309740874
-17.5,12.5,8.909356073
-17.5,13,8.526301876
-17.5,13.5,8.1625036
-17.5,14,7.813139067
-17.5,14.5,7.479585441
-17.5,15,7.161431193
-17.5,15.5,6.859180962
-17.5,16,6.572629072
-17.5,16.5,6.298845475
-17.5,17,6.040825507
-17.5,17.5,5.793595524
-17.5,18,5.558787695
-17.5,18.5,5.335953537
-17.5,19,5.123806502
-17.5,19.5,4.922348474
-17.5,20,4.730947289
-17,-20,4.724697649
-17,-19.5,4.914567356
-17,-19,5.114707709
-17,-18.5,5.325068485
-17,-18,5.545624507
-17,-17.5,5.778059569
-17,-17,6.022397151
-17,-16.5,6.277133458
-17,-16,6.5467042
-17,-15.5,6.828894735
-17,-15,7.125396552
-17,-14.5,7.437335031
-17,-14,7.763493103
-17,-13.5,8.104573344
-17,-13,8.46149181
-17,-12.5,8.833031216
-17,-12,9.22055388
-17,-11.5,9.62788975
-17,-11,10.05189234
-17,-10.5,10.48950839
-17,-10,10.94430957
-17,-9.5,11.41707986
-17,-9,11.89892565
-17,-8.5,12.39084433
-17,-8,12.88659491
-17,-7.5,13.38214225
-17,-7,13.86831246
-17,-6.5,14.33123668
-17,-6,14.74508121
-17,-5.5,15.05483247
-17,-5,0
-17,-4.5,9.26539729
-17,-4,9.213947876
-17,-3.5,9.155223194
-17,-3,9.084400968
-17,-2.5,9.01568257
-17,-2,8.95607431
-17,-1.5,8.909069503
-17,-1,8.874370633
-17,-0.5,8.851993472
-17,0,8.844402721
-17,0.5,8.852026976
-17,1,8.874436979
-17,1.5,8.909167425
-17,2,8.956201722
-17,2.5,9.015836713
-17,3,9.084578374
-17,3.5,9.155419766
-17,4,9.214158688
-17,4.5,9.265616616
-17,5,0
-17,5.5,15.05485573
-17,6,14.74512161
-17,6.5,14.33129181
-17,7,13.86837925
-17,7.5,13.38221813
-17,8,12.8866775
-17,8.5,12.39093157
-17,9,11.89901582
-17,9.5,11.41717159
-17,10,10.94440168
-17,10.5,10.48960009
-17,11,10.05198306
-17,11.5,9.627978789
-17,12,9.220640812
-17,12.5,8.833115848
-17,13,8.461573826
-17,13.5,8.104652603
-17,14,7.763569513
-17,14.5,7.437408551
-17,15,7.125467201
-17,15.5,6.828962539
-17,16,6.546769213
-17,16.5,6.277195753
-17,17,6.022456786
-17,17.5,5.778116649
-17,18,5.545679122
-17,18.5,5.325120716
